Source	Target
Effect has already been added.  Edit the effect instead.	효과가 이미 적용되어있습니다. 대신 효과를 수정하세요.
Effects	효과음
Effects of the Elder Scrolls	엘더스크롤의 영향들
Effigy of King Olaf	올라프 왕의 모형
Egg Sac	알 고치
Egg Sacs	알 고치
Eidar Cheese Wedge	에이다 치즈 조각
Eidar Cheese Wheel	에이다 치즈 덩어리
Eight-sided. Jade, ringed with ebony. A worn carving.	팔면체. 에보니로 테를 두른 비취. 낡은 장식.
Eimar	에이머
Einarth	아이나스
Eirid	아이리드
Eisa Blackthorn	아이사 블랙쏜
Eisa's Journal	아이사의 일기
Elda	엘다
Elda Early-Dawn	엘다 얼리-던
Elder Dragon	엘더 드래곤
Elder Knowledge	고대의 지식
Elder Othreloth	장로 오쓰렐로스
Elder Scroll	엘더스크롤
Elder Scroll (Blood)	엘더스크롤 - 피
Elder Scroll (Dragon)	엘더스크롤 - 드래곤
Elder Scroll (Sun)	엘더스크롤 - 태양
Elder's Cairn Door	선조의 돌무덤 문
Eldergleam	엘더글림
Eldergleam Root	엘더글림 뿌리
Eldergleam Sanctuary	엘더글림 성역
Eldergleam Sap	엘더글림 수액
Eldergleam Sapling	엘더글림 묘목
Eldersblood Peak	고대혈통 봉우리
Electromancer	전격 마도사
Elemental Fury	자연의 분노
Elemental Potency	원소의 힘
Elemental Protection	원소의 보호
Elenwen	엘렌웬
Elf Slayer	엘프 사냥꾼
Elgrim	엘그림
Elgrim's Elixers	엘그림의 영약
Elgrim's Elixirs	엘그림의 영약
Elgrim's Elixirs Key	열쇠 - 엘그림의 영약
Eliminate Sarthis Idren	사시스 이드렌을 처치하기
Elisif	엘리시프
Elisif loved the outfit. She'll be placing an order soon.	엘리시프는 의상을 아주 좋아했으니 곧 주문을 할 겁니다.
Elisif of Solitude will be High Queen.	솔리튜드의 엘리시프가 하이퀸이 될 것이오.
Elisif seems to rely on you a great deal.	엘리시프가 당신에게 많이 의지하는 것 같던데.
Elisif the Fair	아름다운 엘리시프
Elisif's Tribute	엘리시프의 공물
Elite Crossbows	고급 쇠뇌
Elixir of Alteration	물약 - 변화마법 특급
Elixir of Conflict	물약 - 투쟁 상급
Elixir of Destruction	물약 - 파괴마법 특급
Elixir of Enhanced Stamina	물약 - 지구력 증가 특급
Elixir of Escape	물약 - 탈출 상급
Elixir of Extra Magicka	물약 - 매지카 증가 특급
Elixir of Glibness	물약 - 화술 특급
Elixir of Haggling	물약 - 거래 특급
Elixir of Health	물약 - 체력 증가 특급
Elixir of Illusion	물약 - 환영마법 특급
Elixir of Keenshot	물약 - 궁수 상급
Elixir of Larceny	물약 - 절도 상급
Elixir of Lasting Potency	물약 - 매지카 재생 특급
Elixir of Light Feet	물약 - 은신 특급
Elixir of Lockpicking	물약 - 잠금해제 특급
Elixir of Pickpocketing	물약 - 소매치기 특급
Elixir of Plunder	물약 - 운반 상급
Elixir of Regeneration	물약 - 체력 재생 특급
Elixir of Resist Cold	물약 - 냉기 저항 특급
Elixir of Resist Fire	물약 - 화염 저항 특급
Elixir of Resist Magic	물약 - 마법 저항 특급
Elixir of Resist Shock	물약 - 전격 저항 특급
Elixir of Strength	물약 - 운반 증가 특급
Elixir of the Berserker	물약 - 양손무기 특급
Elixir of the Defender	물약 - 방어 특급
Elixir of the Healer	물약 - 회복마법 특급
Elixir of the Knight	물약 - 중갑 방어구 특급
Elixir of the Warrior	물약 - 한손무기 특급
Elixir of True Shot	물약 - 궁술 특급
Elixir of Vigor	물약 - 지구력 재생 특급
Elixir of Waterbreathing	물약 - 수중 호흡 특급
Elk	큰뿔사슴
Elmus	엘무스
Elrindir	엘린디어
Elsweyr Fondue	엘스웨어 퐁듀
Eltrys	엘트리스
Eltrys' Note	엘트리스의 쪽지
Elvali	엘바리
Elvali Veren	엘바리 베렌
ELVEN	엘프제
Elven Armor	엘프제 방어구
Elven Armor (<Global=CCHorseArmorCost> gold)	엘프제 마갑 (<Global=CCHorseArmorCost> 골드)
Elven Armor (<Global=CCHorseArmorCostSwapOnly> gold)	엘프제 마갑(<Global=CCHorseArmorCostSwapOnly> 골드)
Elven Armor of Alteration	엘프제 방어구 - 하급 변화마법
Elven Armor of Conjuring	엘프제 방어구 - 하급 소환마법
Elven Armor of Destruction	엘프제 방어구 - 하급 파괴마법
Elven Armor of Eminent Alteration	엘프제 방어구 - 상급 변화마법
Elven Armor of Eminent Conjuring	엘프제 방어구 - 상급 소환마법
Elven Armor of Eminent Destruction	엘프제 방어구 - 상급 파괴마법
Elven Armor of Eminent Health	엘프제 방어구 - 상급 체력 증가
Elven Armor of Eminent Illusion	엘프제 방어구 - 상급 환영마법
Elven Armor of Eminent Restoration	엘프제 방어구 - 상급 회복마법
Elven Armor of Health	엘프제 방어구 - 하급 체력 증가
Elven Armor of Illusion	엘프제 방어구 - 하급 환영마법
Elven Armor of Major Alteration	엘프제 방어구 - 중급 변화마법
Elven Armor of Major Conjuring	엘프제 방어구 - 중급 소환마법
Elven Armor of Major Destruction	엘프제 방어구 - 중급 파괴마법
Elven Armor of Major Health	엘프제 방어구 - 중급 체력 증가
Elven Armor of Major Illusion	엘프제 방어구 - 중급 환영마법
Elven Armor of Major Restoration	엘프제 방어구 - 중급 회복마법
Elven Armor of Restoration	엘프제 방어구 - 하급 회복마법
Elven Armor of the Eminent Squire	엘프제 방어구 - 상급 경갑
Elven Armor of the Major Squire	엘프제 방어구 - 중급 경갑
Elven Armor of the Squire	엘프제 방어구 - 하급 경갑
Elven Arrow	화살 - 엘프제
Elven Battleaxe	엘프제 전투 도끼
Elven Battleaxe of Animus	엘프제 전투 도끼 - 상급 소울 트랩
Elven Battleaxe of Banishing	엘프제 전투 도끼 - 상급 추방
Elven Battleaxe of Binding	엘프제 전투 도끼 - 중급 소울 트랩
Elven Battleaxe of Blizzards	엘프제 전투 도끼 - 최상급 냉기
Elven Battleaxe of Consuming	엘프제 전투 도끼 - 중급 체력 흡수
Elven Battleaxe of Debilitation	엘프제 전투 도끼 - 상급 지구력 피해
Elven Battleaxe of Depleting	엘프제 전투 도끼 - 상급 매지카 피해
Elven Battleaxe of Despair	엘프제 전투 도끼 - 상급 공포
Elven Battleaxe of Devouring	엘프제 전투 도끼 - 상급 체력 흡수
Elven Battleaxe of Diminishing	엘프제 전투 도끼 - 중급 매지카 피해
Elven Battleaxe of Dread	엘프제 전투 도끼 - 최상급 공포
Elven Battleaxe of Enervating	엘프제 전투 도끼 - 최상급 매지카 피해
Elven Battleaxe of Evoking	엘프제 전투 도끼 - 최상급 매지카 흡수
Elven Battleaxe of Expelling	엘프제 전투 도끼 - 최상급 추방
Elven Battleaxe of Fear	엘프제 전투 도끼 - 중급 공포
Elven Battleaxe of Fire	엘프제 전투 도끼 - 상급 화염
Elven Battleaxe of Freezing	엘프제 전투 도끼 - 상급 냉기
Elven Battleaxe of Garnering	엘프제 전투 도끼 - 최상급 지구력 흡수
Elven Battleaxe of Harrowing	엘프제 전투 도끼 - 중급 매지카 흡수
Elven Battleaxe of Harvesting	엘프제 전투 도끼 - 상급 지구력 흡수
Elven Battleaxe of Ice	엘프제 전투 도끼 - 중급 냉기
Elven Battleaxe of Immobilizing	엘프제 전투 도끼 - 최상급 마비
Elven Battleaxe of Leeching	엘프제 전투 도끼 - 최상급 체력 흡수
Elven Battleaxe of Lethargy	엘프제 전투 도끼 - 최상급 지구력 피해
Elven Battleaxe of Lightning	엘프제 전투 도끼 - 최상급 전격
Elven Battleaxe of Malediction	엘프제 전투 도끼 - 최상급 소울 트랩
Elven Battleaxe of Reaping	엘프제 전투 도끼 - 중급 지구력 흡수
Elven Battleaxe of Scorching	엘프제 전투 도끼 - 중급 화염
Elven Battleaxe of Shocks	엘프제 전투 도끼 - 중급 전격
Elven Battleaxe of Stunning	엘프제 전투 도끼 - 상급 마비
Elven Battleaxe of the Blaze	엘프제 전투 도끼 - 최상급 화염
Elven Battleaxe of Thunderbolts	엘프제 전투 도끼 - 상급 전격
Elven Battleaxe of Torpor	엘프제 전투 도끼 - 중급 지구력 피해
Elven Battleaxe of Winnowing	엘프제 전투 도끼 - 상급 매지카 흡수
Elven Boots	엘프제 전투화
Elven Boots of Brawn	엘프제 전투화 - 상급 운반 증가
Elven Boots of Dwindling Flames	엘프제 전투화 - 중급 화염 저항
Elven Boots of Dwindling Frost	엘프제 전투화 - 중급 냉기 저항
Elven Boots of Dwindling Shock	엘프제 전투화 - 중급 전격 저항
Elven Boots of Eminent Sneaking	엘프제 전투화 - 상급 은신
Elven Boots of Eminent Stamina	엘프제 전투화 - 상급 지구력 증가
Elven Boots of Flame Suppression	엘프제 전투화 - 상급 화염 저항
Elven Boots of Frost Suppression	엘프제 전투화 - 상급 냉기 저항
Elven Boots of Hauling	엘프제 전투화 - 하급 운반 증가
Elven Boots of Major Sneaking	엘프제 전투화 - 중급 은신
Elven Boots of Major Stamina	엘프제 전투화 - 중급 지구력 증가
Elven Boots of Shock Suppression	엘프제 전투화 - 상급 전격 저항
Elven Boots of Sneaking	엘프제 전투화 - 하급 은신
Elven Boots of Stamina	엘프제 전투화 - 하급 지구력 증가
Elven Boots of Strength	엘프제 전투화 - 중급 운반 증가
Elven Boots of Waning Fire	엘프제 전투화 - 하급 화염 저항
Elven Boots of Waning Frost	엘프제 전투화 - 하급 냉기 저항
Elven Boots of Waning Shock	엘프제 전투화 - 하급 전격 저항
Elven Bow	엘프제 활
Elven Bow of Animus	엘프제 활 - 상급 소울 트랩
Elven Bow of Banishing	엘프제 활 - 상급 추방
Elven Bow of Binding	엘프제 활 - 중급 소울 트랩
Elven Bow of Blizzards	엘프제 활 - 최상급 냉기
Elven Bow of Debilitation	엘프제 활 - 상급 지구력 피해
Elven Bow of Depleting	엘프제 활 - 상급 매지카 피해
Elven Bow of Despair	엘프제 활 - 상급 공포
Elven Bow of Diminishing	엘프제 활 - 중급 매지카 피해
Elven Bow of Dread	엘프제 활 - 최상급 공포
Elven Bow of Enervating	엘프제 활 - 최상급 매지카 피해
Elven Bow of Expelling	엘프제 활 - 최상급 추방
Elven Bow of Fear	엘프제 활 - 중급 공포
Elven Bow of Fire	엘프제 활 - 상급 화염
Elven Bow of Freezing	엘프제 활 - 상급 냉기
Elven Bow of Ice	엘프제 활 - 중급 냉기
Elven Bow of Immobilizing	엘프제 활 - 최상급 마비
Elven Bow of Lethargy	엘프제 활 - 최상급 지구력 피해
Elven Bow of Lightning	엘프제 활 - 최상급 전격
Elven Bow of Malediction	엘프제 활 - 최상급 소울 트랩
Elven Bow of Scorching	엘프제 활 - 중급 화염
Elven Bow of Shocks	엘프제 활 - 중급 전격
Elven Bow of Stunning	엘프제 활 - 상급 마비
Elven Bow of the Blaze	엘프제 활 - 최상급 화염
Elven Bow of Thunderbolts	엘프제 활 - 상급 전격
Elven Bow of Torpor	엘프제 활 - 중급 지구력 피해
Elven Bracers of Alchemy	엘프제 장갑 - 하급 연금술
Elven Bracers of Archery	엘프제 장갑 - 하급 궁술
Elven Bracers of Deft Hands	엘프제 장갑 - 하급 소매치기
Elven Bracers of Eminent Alchemy	엘프제 장갑 - 상급 연금술
Elven Bracers of Eminent Archery	엘프제 장갑 - 상급 궁술
Elven Bracers of Eminent Deft Hands	엘프제 장갑 - 상급 소매치기
Elven Bracers of Eminent Lockpicking	엘프제 장갑 - 상급 잠금해제
Elven Bracers of Eminent Smithing	엘프제 장갑 - 상급 제련
Elven Bracers of Eminent Sure Grip	엘프제 장갑 - 상급 양손무기
Elven Bracers of Eminent Wielding	엘프제 장갑 - 상급 한손무기
Elven Bracers of Lockpicking	엘프제 장갑 - 하급 잠금해제
Elven Bracers of Major Alchemy	엘프제 장갑 - 중급 연금술
Elven Bracers of Major Archery	엘프제 장갑 - 중급 궁술
Elven Bracers of Major Deft Hands	엘프제 장갑 - 중급 소매치기
Elven Bracers of Major Lockpicking	엘프제 장갑 - 중급 잠금해제
Elven Bracers of Major Smithing	엘프제 장갑 - 중급 제련
Elven Bracers of Major Sure Grip	엘프제 장갑 - 중급 양손무기
Elven Bracers of Major Wielding	엘프제 장갑 - 중급 한손무기
Elven Bracers of Smithing	엘프제 장갑 - 하급 제련
Elven Bracers of Sure Grip	엘프제 장갑 - 하급 양손무기
Elven Bracers of Wielding	엘프제 장갑 - 하급 한손무기
Elven Dagger	엘프제 단검
Elven Dagger of Animus	엘프제 단검 - 상급 소울 트랩
Elven Dagger of Banishing	엘프제 단검 - 상급 추방
Elven Dagger of Binding	엘프제 단검 - 중급 소울 트랩
Elven Dagger of Blizzards	엘프제 단검 - 최상급 냉기
Elven Dagger of Consuming	엘프제 단검 - 중급 체력 흡수
Elven Dagger of Debilitation	엘프제 단검 - 상급 지구력 피해
Elven Dagger of Depleting	엘프제 단검 - 상급 매지카 피해
Elven Dagger of Despair	엘프제 단검 - 상급 공포
Elven Dagger of Devouring	엘프제 단검 - 상급 체력 흡수
Elven Dagger of Diminishing	엘프제 단검 - 중급 매지카 피해
Elven Dagger of Dread	엘프제 단검 - 최상급 공포
Elven Dagger of Enervating	엘프제 단검 - 최상급 매지카 피해
Elven Dagger of Evoking	엘프제 단검 - 최상급 매지카 흡수
Elven Dagger of Expelling	엘프제 단검 - 최상급 추방
Elven Dagger of Fear	엘프제 단검 - 중급 공포
Elven Dagger of Fire	엘프제 단검 - 상급 화염
Elven Dagger of Freezing	엘프제 단검 - 상급 냉기
Elven Dagger of Garnering	엘프제 단검 - 최상급 지구력 흡수
Elven Dagger of Harrowing	엘프제 단검 - 중급 매지카 흡수
Elven Dagger of Harvesting	엘프제 단검 - 상급 지구력 흡수
Elven Dagger of Ice	엘프제 단검 - 중급 냉기
Elven Dagger of Immobilizing	엘프제 단검 - 최상급 마비
Elven Dagger of Leeching	엘프제 단검 - 최상급 체력 흡수
Elven Dagger of Lethargy	엘프제 단검 - 최상급 지구력 피해
Elven Dagger of Lightning	엘프제 단검 - 최상급 전격
Elven Dagger of Malediction	엘프제 단검 - 최상급 소울 트랩
Elven Dagger of Reaping	엘프제 단검 - 중급 지구력 흡수
Elven Dagger of Scorching	엘프제 단검 - 중급 화염
Elven Dagger of Shocks	엘프제 단검 - 중급 전격
Elven Dagger of Stunning	엘프제 단검 - 상급 마비
Elven Dagger of the Blaze	엘프제 단검 - 최상급 화염
Elven Dagger of Thunderbolts	엘프제 단검 - 상급 전격
Elven Dagger of Torpor	엘프제 단검 - 중급 지구력 피해
Elven Dagger of Winnowing	엘프제 단검 - 상급 매지카 흡수
Elven Gauntlets	엘프제 장갑
Elven Gilded Armor	엘프제 도금 방어구
Elven Gilded Armor of Eminent Alteration	엘프제 도금 방어구 - 상급 변화마법
Elven Gilded Armor of Eminent Conjuring	엘프제 도금 방어구 - 상급 소환마법
Elven Gilded Armor of Eminent Destruction	엘프제 도금 방어구 - 상급 파괴마법
Elven Gilded Armor of Eminent Health	엘프제 도금 방어구 - 상급 체력 증가
Elven Gilded Armor of Eminent Illusion	엘프제 도금 방어구 - 상급 환영마법
Elven Gilded Armor of Eminent Restoration	엘프제 도금 방어구 - 상급 회복마법
Elven Gilded Armor of Extreme Alteration	엘프제 도금 방어구 - 최상급 변화마법
Elven Gilded Armor of Extreme Conjuring	엘프제 도금 방어구 - 최상급 소환마법
Elven Gilded Armor of Extreme Destruction	엘프제 도금 방어구 - 최상급 파괴마법
Elven Gilded Armor of Extreme Health	엘프제 도금 방어구 - 최상급 체력 증가
Elven Gilded Armor of Extreme Illusion	엘프제 도금 방어구 - 최상급 환영마법
Elven Gilded Armor of Extreme Restoration	엘프제 도금 방어구 - 최상급 회복마법
Elven Gilded Armor of Invigoration	엘프제 도금 방어구 - 최상급 지구력 재생
Elven Gilded Armor of Major Alteration	엘프제 도금 방어구 - 중급 변화마법
Elven Gilded Armor of Major Conjuring	엘프제 도금 방어구 - 중급 소환마법
Elven Gilded Armor of Major Destruction	엘프제 도금 방어구 - 중급 파괴마법
Elven Gilded Armor of Major Health	엘프제 도금 방어구 - 중급 체력 증가
Elven Gilded Armor of Major Illusion	엘프제 도금 방어구 - 중급 환영마법
Elven Gilded Armor of Major Restoration	엘프제 도금 방어구 - 중급 회복마법
Elven Gilded Armor of Mending	엘프제 도금 방어구 - 상급 체력 재생
Elven Gilded Armor of Recuperation	엘프제 도금 방어구 - 중급 지구력 재생
Elven Gilded Armor of Regeneration	엘프제 도금 방어구 - 최상급 체력 재생
Elven Gilded Armor of Rejuvenation	엘프제 도금 방어구 - 상급 지구력 재생
Elven Gilded Armor of Remedy	엘프제 도금 방어구 - 중급 체력 재생
Elven Gilded Armor of the Eminent Knight	엘프제 도금 방어구 - 상급 경갑
Elven Gilded Armor of the Major Squire	엘프제 도금 방어구 - 중급 경갑
